Metsävarakuvioiden ja erityisen tärkeiden elinympäristökuvioiden koodisto- taulukko solusta A2 soluun G4464;;;;;;;
Koodisto;Kenttä;Koodi;Selite_FI;Selite_SE;Selite_ENG;Selite_LATINA;
1_577;featurecode;7206;Takkukarakka;Takkukarakka;;;
1_577;featurecode;7207;Tammenlehtohapero;Tammenlehtohapero;;;
1_577;featurecode;7208;Tarhaukonsieni;Tarhaukonsieni;;;
1_577;featurecode;7209;Tuliorakas;Tuliorakas;;;
1_577;featurecode;7210;Tummanuijakas;Tummanuijakas;;;
1_577;featurecode;7211;Tummaterähapero;Tummaterähapero;;;
1_577;featurecode;7212;Usvanuppiseitikki;Usvanuppiseitikki;;;
1_577;featurecode;7213;Uumavahakas;Uumavahakas;;;
1_577;featurecode;7214;Vahveronvieras;Vahveronvieras;;;
1_577;featurecode;7215;Valkorihmakääpä;Valkorihmakääpä; ;Anomoloma myceliosum;
1_577;featurecode;7216;Vanakeltonruoste;Vanakeltonruoste;;;
1_577;featurecode;7217;Vankkasarannoki;Vankkasarannoki;;;
1_577;featurecode;7218;Viherhäiverusokas;Viherhäiverusokas;;;
1_577;featurecode;7219;Viiniukonsieni;Viiniukonsieni;;;
1_577;featurecode;7220;Violettirusokas;Violettirusokas;;;
1_577;featurecode;7221;Vuotikankääpä;Vuotikankääpä; ;Antrodiella americana;
1_577;featurecode;7222;Lehmuspikari;Lehmuspikari;;;
1_577;featurecode;7300;Aarniluppo;Violettgrå tagellav; ;Bryoria nadvornikiana;
1_577;featurecode;7301;Haaratappijäkälä;Stor kolvlav;;;
1_577;featurecode;7302;Haavanhyytelöjäkälä;Aspgelélav; ;Collema subnigrescens;
1_577;featurecode;7303;Haavankarstajäkälä;Haavankarstajäkälä;;;
1_577;featurecode;7304;Harmaaneulajäkälä;Blekskaftad nållav; ;Chaenotheca cinerea;
1_577;featurecode;7305;Hentoneulajäkälä;Hentoneulajäkälä;;;
1_577;featurecode;7306;Härmähuhmarjäkälä;Härmähuhmarjäkälä; ;Sclerophora coniophaea;
1_577;featurecode;7307;Idännaava;Idännaava;;;
1_577;featurecode;7308;Jalokermajäkälä;Jalokermajäkälä;;;
1_577;featurecode;7309;Jalokultajäkälä;Jalokultajäkälä; ;Caloplaca lucifuga;
1_577;featurecode;7310;Kalliomunuaisjäkälä;Kalliomunuaisjäkälä; ;Nephroma helveticum ;
1_577;featurecode;7311;Karvaruskokarve;Karvaruskokarve;;;
1_577;featurecode;7312;Kiiltonaava;Kiiltonaava; ;Usnea glabrata;
1_577;featurecode;7313;Kimpputorvijäkälä;Kustbägarlav;;;
1_577;featurecode;7314;Koivunhuhmarjäkälä;Koivunhuhmarjäkälä; ;Schlerophora peronella;
1_577;featurecode;7315;Lännenhyytelöjäkälä;Läderlappslav; ;Collema nigrescens;
1_577;featurecode;7316;Lännenmunuaisjäkälä;Västlig njurlav; ;Nephroma laevigatum;
1_577;featurecode;7317;Lännenpistejäkälä;Lännenpistejäkälä; ;Acrocordia cavata ;
1_577;featurecode;7318;Lännentorvijäkälä;Grenbägarlav;;;
1_577;featurecode;7319;Norjanröyhelö;Norsk näverlav;;;
1_577;featurecode;7320;Nuijaneulajäkälä;Parknållav;;;
1_577;featurecode;7321;Nuijatorvijäkälä;Mångfruktig bägarlav;;;
1_577;featurecode;7322;Pohjanhyytelöjäkälä;Liten gelélav; ;Collema curtisporum;
1_577;featurecode;7323;Reikäkarve;Hållav; ;Menegazzia terebrata;
1_577;featurecode;7324;Ripsilaakajäkälä;Fransrosettlav;;;
1_577;featurecode;7325;Rotkoluppo;Brokig tagellav; ;Bryoria bicolor;
1_577;featurecode;7326;Ryppynaava;Ryppynaava;;;
1_577;featurecode;7327;Saarnijäkälä;Saarnijäkälä;;;
1_577;featurecode;7328;Siimesjäkälä;Elfenbenslav; ;Heterodermia speciosa;
1_577;featurecode;7329;Sormijäkälä;Sormijäkälä;;;
1_577;featurecode;7330;Sumunuppijäkälä;Skuggspiklav;;;
1_577;featurecode;7331;Tammennuppijäkälä;Ekspiklav; ;Calicium quercinum;
1_577;featurecode;7332;Turvetorvijäkälä;Torvbägarlav;;;
1_577;featurecode;7333;Varjojäkälä;Varjojäkälä; ;Chaenotheca gracilenta;
1_577;featurecode;7334;Vuomanahkajäkälä;Vuomanahkajäkälä; ;Peltigera retifoveata;
1_577;featurecode;7356;Piikkiluppo;Stiftbroktagel; ;Bryoria smithii;
1_577;featurecode;7400;Silonäkinparta;Silonäkinparta;;;
1_577;featurecode;7401;Tummasiloparta;Tummasiloparta;;;
1_577;featurecode;7500;Aarnihaarakas;Aarnihaarakas; ;Clavicorona cristata ;
1_577;featurecode;7501;Aarniukonsieni;Rostgul fjällskivling;;;
1_577;featurecode;7502;Alvariukonsieni;Vit fjällskivling;;;
1_577;featurecode;7503;Aurinkomalikka;Guldtrattskivling;;;
1_577;featurecode;7504;Haaparaspi;Haaparaspi; ;Radulodon erikssonii;
1_577;featurecode;7505;Haaparypykkä;Haaparypykkä;;;
1_577;featurecode;7506;Haapavinokas;Haapavinokas;;;
1_577;featurecode;7507;Haarahytykkä;Skruvbusksvamp;;;
1_577;featurecode;7508;Haavanpökkelökääpä;Haavanpökkelökääpä; ;Polyporus pseudobetulinus;
1_577;featurecode;7509;Haisumalikka;Kruskantad trattskivling;;;
1_577;featurecode;7510;Haisunahikas;Stinkbrosking;;;
1_577;featurecode;7511;Hakamaakieli;Hakamaakieli;;;
1_577;featurecode;7512;Haperomukula;Naveltryffel;;;
1_577;featurecode;7513;Harjaskääpä;Blek borstticka; ;Funalia trogii;
1_577;featurecode;7514;Harjasorakas;Borsttagging; ;Gloiodon strigosus;
1_577;featurecode;7515;Heloseitikki;Cinnoberspindling;;;
1_577;featurecode;7516;Himmeäloisikka;Huvudlik svampklubba;;;
1_577;featurecode;7517;Hornakka;Hornakka;;;
1_577;featurecode;7518;Hytymaljakas;Bombmurkla;;;
1_577;featurecode;7519;Härmämörsky;Härmämörsky;;;
1_577;featurecode;7520;Häräntatti;Flamsopp;;;
1_577;featurecode;7521;Imelärisakas;Jordtrådskivling;;;
1_577;featurecode;7522;Isolimalakki;Droppklibbskivling;;;
1_577;featurecode;7523;Juurtotatti;Rotsopp;;;
1_577;featurecode;7524;Kalkkikääpä;Kalkkikääpä; ;Antrodia crassa;
1_577;featurecode;7525;Kalvastatti;Bleksopp;;;
1_577;featurecode;7526;Kalvomaljakas;Kalvomaljakas;;;
1_577;featurecode;7527;Kanadankääpä;Kanadankääpä; ;Antrodiella canadensis;
1_577;featurecode;7528;Kantotatti;Stubbsopp;;;
1_577;featurecode;7529;Karvajalkanahikas;Filtfotsbrosking;;;
1_577;featurecode;7530;Karvaorvakka;Karvaorvakka; ;Punctularia strigosozonata;
1_577;featurecode;7531;Kastanjakääpä;Stor tratticka; ;Polyporus badius;
1_577;featurecode;7532;Kaulusmaatähti;Kragjordstjärna;;;
1_577;featurecode;7533;Kaunojalkatatti;Bittersopp;;;
1_577;featurecode;7534;Kellohuhtasieni;Hättmurkla;;;
1_577;featurecode;7535;Keltahuovakka;Keltahuovakka;;;
1_577;featurecode;7536;Keltajalkatatti;Bronssopp;;;
1_577;featurecode;7537;Keltakerroskääpä;Keltakerroskääpä; ;Perenniporia tenuis;
1_577;featurecode;7538;Keltalehmäntatti;Gul strävsopp;;;
1_577;featurecode;7539;Keltanukkatatti;Keltanukkatatti;;;
1_577;featurecode;7540;Kirjokaunolakki;Onyxmusseron;;;
1_577;featurecode;7541;Kirjonahkahapero;Rödfotad läderkremla;;;
1_577;featurecode;7542;Koiranpökkösieni;Liten stinksvamp;;;
1_577;featurecode;7543;Kosteikkomörsky;Kosteikkomörsky;;;
1_577;featurecode;7544;Kultasopikka;Kultasopikka;;;
1_577;featurecode;7545;Kultavahakas;Guldvaxing;;;
1_577;featurecode;7546;Kuoppajänönkorva;Kuoppajänönkorva;;;
1_577;featurecode;7547;Kätkökääpä;Kätkökääpä; ;Inonotopsis subiculosa;
1_577;featurecode;7548;Lahotuppisieni;Grå vedslidskivling;;;
1_577;featurecode;7549;Laikkarisakas;Laikkarisakas;;;
1_577;featurecode;7550;Lampaanvahakas;Sepiavaxing;;;
1_577;featurecode;7551;Lapakieli;Plattad jordtunga;;;
1_577;featurecode;7552;Lettosataheltta;Lettosataheltta;;;
1_577;featurecode;7553;Lettotuhkelo;Sumpäggsvamp;;;
1_577;featurecode;7554;Liiturousku;Luden vitriska;;;
1_577;featurecode;7555;Liuskamaamuna;Kopparäggsvamp;;;
1_577;featurecode;7556;Liuskapielus;Trollhand;;;
1_577;featurecode;7557;Lohkokääpä;Lohkokääpä; ;Diplomitoporus crustulinus;
1_577;featurecode;7558;Lohkonahakka;Rutskinn; ;Xylobolus frustulatus;
1_577;featurecode;7559;Lyhytjalkamörsky;Lyhytjalkamörsky;;;
1_577;featurecode;7560;Löyhkävahakas;Stinkvaxing;;;
1_577;featurecode;7561;Mehikääpä;Apelticka;;;
1_577;featurecode;7562;Mokkakääpä;Pälsticka; ;Inonotus hispidus;
1_577;featurecode;7563;Myytikkä;Myytikkä;;;
1_577;featurecode;7564;Männynpihkakääpä;Tallharticka; ;Onnia triquetra;
1_577;featurecode;7565;Mäyränkääpä;Grangråticka; ;Boletopsis leucomelaena;
1_577;featurecode;7566;Napamaatähti;Naveljordstjärna;;;
1_577;featurecode;7567;Niittyukonsieni;Niittyukonsieni;;;
1_577;featurecode;7568;Nuijasarvisieni;Tjockhorn;;;
1_577;featurecode;7569;Nukkajuurekas;Luddnagelskivling;;;
1_577;featurecode;7570;Oliivikieli;Olivjordtunga;;;
1_577;featurecode;7571;Oliiviseitikki;Oliiviseitikki;;;
1_577;featurecode;7572;Outomalikka;Outomalikka;;;
1_577;featurecode;7573;Outorisakas;Outorisakas;;;
1_577;featurecode;7574;Paksukuorikääpä;Paksukuorikääpä;;;
1_577;featurecode;7575;Partaorakas;Raggtaggsvamp; ;Hydnellum mirabile;
1_577;featurecode;7576;Pikarihaarakas;Pikarihaarakas;;;
1_577;featurecode;7577;Pikkumaatähti;Dvärgjordstjärna;;;
1_577;featurecode;7578;Piruntatti;Djävulssopp;;;
1_577;featurecode;7579;Pisarahelttahelokka;Tårtofsskivling;;;
1_577;featurecode;7580;Pitkäsarvisieni;Långhorn;;;
1_577;featurecode;7581;Poimumaatähti;Kantjordstjärna;;;
1_577;featurecode;7582;Poimumassikka;Dallerskål;;;
1_577;featurecode;7583;Puistokärpässieni;Jättekamskivling;;;
1_577;featurecode;7584;Punarusokas;Punarusokas;;;
1_577;featurecode;7585;Purorisakas;Purorisakas;;;
1_577;featurecode;7586;Pähkinämaljakas;Rökpipsvamp;;;
1_577;featurecode;7587;Raidantuoksukääpä;Nordlig anisticka; ;Haploporus odorus;
1_577;featurecode;7588;Retikkahiippo;Falsk rättikhätta;;;
1_577;featurecode;7589;Revonrousku;Rävriska;;;
1_577;featurecode;7590;Rihmamalikka;Rihmamalikka;;;
1_577;featurecode;7591;Rikkilämäkkä;Rikkilämäkkä; ;Ceraceomyces sulphurinus;
1_577;featurecode;7592;Rikkitatti;Svavelsopp;;;
1_577;featurecode;7593;Ruohikkokieli;Fjällig jordtunga;;;
1_577;featurecode;7594;Ruskojuurtomaljakas;Ruskojuurtomaljakas;;;
1_577;featurecode;7595;Rusorisakas;Rodnadstråding;;;
1_577;featurecode;7596;Ruutuhapero;Rutkremla;;;
1_577;featurecode;7597;Ruutumalikka;Ruutumalikka;;;
1_577;featurecode;7598;Röyhelökääpä;Storporig brandticka; ;Pycnoporellus alboluteus;
1_577;featurecode;7599;Salohaarakas;Salohaarakas;;;
1_577;featurecode;7600;Salohelokka;Salohelokka;;;
1_577;featurecode;7601;Sammaljalkakuukunen;Vit stjälkröksvamp;;;
1_577;featurecode;7602;Sammaltorvikka;Sammaltorvikka; ;Cotylidia muscigena ;
1_577;featurecode;7603;Satiinikääpä;Kanelticka;;;
1_577;featurecode;7604;Seittityllikkä;Seittityllikkä;;;
1_577;featurecode;7605;Seittivahakas;Slöjvaxing;;;
1_577;featurecode;7606;Setrivahakas;Lädervaxing;;;
1_577;featurecode;7607;Sinihelttajauhikas;Grönsporig skivling;;;
1_577;featurecode;7608;Sinijalkarusokas;Tvåfärgsnopping;;;
1_577;featurecode;7609;Sinimaitomaljakas;Blåmjölkig storskål;;;
1_577;featurecode;7610;Sinimukula;Blåtryffel;;;
1_577;featurecode;7611;Sinityvihiippo;Sinityvihiippo;;;
1_577;featurecode;7612;Sitruunajänönkorva;Gullöra;;;
1_577;featurecode;7613;Sitruunakääpä;Sitruunakääpä; ;Antrodiella citrinella;
1_577;featurecode;7614;Soukkajänönkorva;Soukkajänönkorva;;;
1_577;featurecode;7615;Suohytyvinokas;Suohytyvinokas;;;
1_577;featurecode;7616;Suppilohytykkä;Gelétratting;;;
1_577;featurecode;7617;Tahmaukonsieni;Tahmaukonsieni;;;
1_577;featurecode;7618;Talvihiippo;Vinterhätta;;;
1_577;featurecode;7619;Tammenkerroskääpä;Brödmärgsticka; ;Perenniporia medulla-panis;
1_577;featurecode;7620;Tuhatheltta;Tuhatheltta;;;
1_577;featurecode;7621;Tummatäplähaarakas;Tummatäplähaarakas;;;
1_577;featurecode;7622;Tuoksuvyökääpä;Sydlig anisticka;;;
1_577;featurecode;7623;Turkkiorakas;Skinntagging; ;Dentipellis fragilis;
1_577;featurecode;7624;Täplämustesieni;Täplämustesieni;;;
1_577;featurecode;7625;Valkokarhikka;Narrtagging;;;
1_577;featurecode;7626;Viherseitikki;Olivspindling;;;
1_577;featurecode;7627;Viherukonsieni;Grönfjällig fjällskivling;;;
1_577;featurecode;7628;Viiruvahakas;Dadelvaxskis;;;
1_577;featurecode;7629;Vinopoimukka;Kantarellmussling;;;
1_577;featurecode;7630;Violettinuijakas;Violett fingersvamp;;;
1_577;featurecode;7631;Viuhkokääpä;Grenticka; ;Polyporus umbellatus;
1_577;featurecode;7632;Kissankäpälännoki;Kissankäpälännoki;;;
1_577;featurecode;7633;Konnanmarjannoki;Konnanmarjannoki;;;
1_577;featurecode;7634;Kotkansiivenruoste;Kotkansiivenruoste;;;
1_577;featurecode;7635;Ojasätkimennoki;Ojasätkimennoki;;;
1_577;featurecode;7636;Ruusunnuijaruoste;Ruusunnuijaruoste;;;
1_577;featurecode;7637;Sudenmarjannoki;Sudenmarjannoki;;;
1_577;featurecode;7638;Tesmayrtinruoste;Tesmayrtinruoste;;;
1_577;featurecode;7700;Aapasara;Rundstarr;;;
1_577;featurecode;7701;Aapavilla;Lappull;;;
1_577;featurecode;7702;Aholeinikki;Backranunkel, backsmörblomma;;;
1_577;featurecode;7703;Ahonoidanlukko;Höstlåsbräken;;;
1_577;featurecode;7704;Ahopellava;Vildlin;;;
1_577;featurecode;7705;Haisukurjenpolvi;Stinknäva;;;
1_577;featurecode;7706;Hakarasara;Piggstarr;;;
1_577;featurecode;7707;Hapro;Fjällsyra;;;
1_577;featurecode;7708;Hapsisara;Hårstarr;;;
1_577;featurecode;7709;Harjumasmalo;Finsk getväppling;;;
1_577;featurecode;7710;Harmaakynsimö;Grådraba;;;
1_577;featurecode;7711;Harsusara;Myggstarr;;;
1_577;featurecode;7712;Hentokiurunkannus;Smånunneört; ;Corydalis intermedia;
1_577;featurecode;7713;Hentokorte;Trådfräken;;;
1_577;featurecode;7714;Hentosuolake;Kärrsälting;;;
1_577;featurecode;7715;Hentosätkin;Hårranunkel;;;
1_577;featurecode;7716;Hernesara;Ärtstarr;;;
1_577;featurecode;7717;Hetehorsma;Källdunört;;;
1_577;featurecode;7718;Hetesara;Brunstarr;;;
1_577;featurecode;7719;Hietalaukka;Sandlök;;;
1_577;featurecode;7720;Hietaorvokki;Sandviol;;;
1_577;featurecode;7721;Himmeävilla;Myrull; ;Eriophorum brachyantherum;
1_577;featurecode;7722;Hina;Knägräs;;;
1_577;featurecode;7723;Hirssisara;Hirsstarr;;;
1_577;featurecode;7724;Hoikkavilla;Kärrull;;;
1_577;featurecode;7725;Hoikkaängelmä;Backruta;;;
1_577;featurecode;7726;Humala;Humle;;;
1_577;featurecode;7727;Humalanvieras;Nässelsnärja;;;
1_577;featurecode;7728;Idänkeulankärki;Ryssveddel;;;
1_577;featurecode;7729;Isokynsimö;Fjälldraba;;;
1_577;featurecode;7730;Isokäenrieska;Vårlök;;;
1_577;featurecode;7731;Isolinnunruoho;Jungfrulin; ;Polygala vulgaris;
1_577;featurecode;7732;Jalkasara;Frösöstarr;;;
1_577;featurecode;7733;Jouhiluikka;Tagelsäv;;;
1_577;featurecode;7734;Jänönapila;Harklöver;;;
1_577;featurecode;7735;Jänönsalaatti;Skogssallat;;;
1_577;featurecode;7736;Kaarlenvaltikka;Kung Karls spira;;;
1_577;featurecode;7737;Kahtaissara;Plattstarr;;;
1_577;featurecode;7738;Kaiheorvokki;Dalviol, skuggviol;;;
1_577;featurecode;7739;Kaislasara;Älvstarr;;;
1_577;featurecode;7740;Kaljukiviyrtti;Dvärghällebräken;;;
1_577;featurecode;7741;Kalkkihaurasloikko;Fjällstensbräken;;;
1_577;featurecode;7742;Kalliohatikka;Vårspärgel;;;
1_577;featurecode;7743;Kalliokielo;Getrams; ;Polygonatum odoratum;
1_577;featurecode;7744;Kalliokohokki;Bergglim;;;
1_577;featurecode;7745;Kalliokynsimö;Bergdraba;;;
1_577;featurecode;7746;Kalvassara;Blekstarr;;;
1_577;featurecode;7747;Kanervisara;Backstarr;;;
1_577;featurecode;7748;Kangasajuruoho;Backtimjan;;;
1_577;featurecode;7749;Kangasvuokko;Mosippa; ;Pulsatilla vernalis;
1_577;featurecode;7750;Karhunruoho;Björnbrodd;;;
1_577;featurecode;7751;Karjalanruusu;Finnros;;;
1_577;featurecode;7752;Kartioakankaali;Blåsuga;;;
1_577;featurecode;7753;Karvakuisma;Luden johannesört;;;
1_577;featurecode;7754;Karvamansikka;Backsmultron;;;
1_577;featurecode;7755;Karvasara;Grusstarr;;;
1_577;featurecode;7756;Karvasputki;Spenört;;;
1_577;featurecode;7757;Katkeralinnunruoho;Rosettjungfrulin;;;
1_577;featurecode;7758;Keihäsvuohennokka;Toppfrossört;;;
1_577;featurecode;7759;Kelta-apila;Gullklöver;;;
1_577;featurecode;7760;Keltalehdokki;Grönvit nattviol; ;Platanthera chlorantha;
1_577;featurecode;7761;Keltamaite;Käringtand;;;
1_577;featurecode;7762;Keltanokitkerö;Bitterfibbla;;;
1_577;featurecode;7763;Keltavuokko;Gulsippa;;;
1_577;featurecode;7764;Keltaängelmä;Glansruta;;;
1_577;featurecode;7765;Kesämaitiainen;Sommarfibbla;;;
1_577;featurecode;7766;Kesämaksaruoho;Liten fetknopp;;;
1_577;featurecode;7767;Ketokaunokki;Väddklint;;;
1_577;featurecode;7768;Ketokäenminttu;Harmynta;;;
1_577;featurecode;7769;Ketopiippo;Knippfryle;;;
1_577;featurecode;7770;Kevätesikko;Gullviva;;;
1_577;featurecode;7771;Keväthanhikki;Vårfingerört;;;
1_577;featurecode;7772;Kevätlehtoleinikki;Mellanranunkel, mellansmörblomma;;;
1_577;featurecode;7773;Kevätlinnunherne;Vårärt;;;
1_577;featurecode;7774;Kevätlinnunsilmä;Gullpudra;;;
1_577;featurecode;7775;Kevättähtimö;Buskstjärnblomma;;;
1_577;featurecode;7776;Kielo;Liljekonvalj;;;
1_577;featurecode;7777;Kirjokorte;Smalfräken;;;
1_577;featurecode;7778;Kirjosara;Fjällstarr;;;
1_577;featurecode;7779;Kirkiruoho;Brudgran; ;Gymnadenia conopsea;
1_577;featurecode;7780;Kirppusara;Loppstarr; ;Carex pulicaris;
1_577;featurecode;7781;Kivikkoalvejuuri;Träjon;;;
1_577;featurecode;7782;Kolmikkovihvilä;Lapptåg;;;
1_577;featurecode;7783;Korpialvejuuri;Granbräken;;;
1_577;featurecode;7784;Korpikaisla;Skogssäv;;;
1_577;featurecode;7785;Korpinurmikka;Storgröe; ;Poa remota;
1_577;featurecode;7786;Korpisorsimo;Glesgröe;;;
1_577;featurecode;7787;Kullero;Smörbollar, bullerblomster;;;
1_577;featurecode;7788;Kurjenkanerva;Lappljung;;;
1_577;featurecode;7789;Kurjenkello;Stor blåklocka;;;
1_577;featurecode;7790;Kurjenmiekka;Svärdslilja; ;Iris pseudacorus;
1_577;featurecode;7791;Kyläkellukka;Nejlikrot;;;
1_577;featurecode;7792;Käärmeenkieli;Ormtunga;;;
1_577;featurecode;7793;Käärmeenlaukka;Skogslök;;;
1_577;featurecode;7794;Lapinesikko;Lappviva;;;
1_577;featurecode;7795;Lapinleinikki;Lappranunkel; ;Ranunculus lapponicus;
1_577;featurecode;7796;Lapinlinnunsilmä;Polargullpudra;;;
1_577;featurecode;7797;Lapinnuijasara;Fjällklubbstarr;;;
1_577;featurecode;7798;Lapinorvokki;Fjällviol;;;
1_577;featurecode;7799;Lapinvehnä;Lappelm;;;
1_577;featurecode;7800;Lapinvuokko;Fjällsippa;;;
1_577;featurecode;7801;Lehtoarho;Skogsnarv;;;
1_577;featurecode;7802;Lehtohorsma;Bergdunört;;;
1_577;featurecode;7803;Lehtokielo;Storrams;;;
1_577;featurecode;7804;Lehtoleinikki;Lundranunkel, lundsmörblomma;;;
1_577;featurecode;7805;Lehtomatara;Myskmåra;;;
1_577;featurecode;7806;Lehtoneidonvaippa;Skogsknipprot; ;Epipactis helleborine;
1_577;featurecode;7807;Lehto-orvokki;Underviol;;;
1_577;featurecode;7808;Lehtopalsami;Springkorn; ;Impatiens noli-tangere;
1_577;featurecode;7809;Lehtopähkämö;Stinksyska;;;
1_577;featurecode;7810;Lehtotähtimö;Kärrstjärnblomma;;;
1_577;featurecode;7811;Leskenlehti;Hästhov;;;
1_577;featurecode;7812;Lettopaju;Glansvide;;;
1_577;featurecode;7813;Lettotähtimö;Sumpstjärnblomma, sumparv;;;
1_577;featurecode;7814;Lettovilla;Gräsull;;;
1_577;featurecode;7815;Liesu;Krusbräken;;;
1_577;featurecode;7816;Liuskaraunioinen;Gaffelbräken;;;
1_577;featurecode;7817;Luhtalemmikki;Förgätmigej;;;
1_577;featurecode;7818;Lupikka;Älväxing;;;
1_577;featurecode;7819;Lähdetähtimö;Källarv;;;
1_577;featurecode;7820;Maarianverijuuri;Småborre;;;
1_577;featurecode;7821;Meriminttu;Vattenmynta;;;
1_577;featurecode;7822;Merisuolake;Havssälting;;;
1_577;featurecode;7823;Metsälehmus;Skogslind;;;
1_577;featurecode;7824;Metsänätkelmä;Skogsvial;;;
1_577;featurecode;7825;Metsäorvokki;Skogsviol;;;
1_577;featurecode;7826;Metsävirna;Skogsvicker;;;
1_577;featurecode;7827;Mukulaleinikki;Svalört;;;
1_577;featurecode;7828;Mustakonnanmarja;Trolldruva;;;
1_577;featurecode;7829;Mustasara;Svartstarr;;;
1_577;featurecode;7830;Myyränporras;Ryssbräken; ;Diplazium sibiricum;
1_577;featurecode;7831;Mähkä;Dvärglummer;;;
1_577;featurecode;7832;Mäkiapila;Backklöver;;;
1_577;featurecode;7833;Mäkiarho;Sandnarv;;;
1_577;featurecode;7834;Mäkihorsma;Backdunört;;;
1_577;featurecode;7835;Mäkikaura;Luddhavre;;;
1_577;featurecode;7836;Mäkikeltano;Mattfibbla;;;
1_577;featurecode;7837;Mäkikuisma;Äkta mannablod, äkta johannesört;;;
1_577;featurecode;7838;Mäkilehtoluste;Axlosta, backskafting;;;
1_577;featurecode;7839;Mäkilemmikki;Backförgätmigej;;;
1_577;featurecode;7840;Mäkimeirami;Kungsmynta, vild mejram;;;
1_577;featurecode;7841;Mäkiminttu;Bergmynta;;;
1_577;featurecode;7842;Mäkirikko;Grusbräcka;;;
1_577;featurecode;7843;Mäkitervakko;Tjärblomster;;;
1_577;featurecode;7844;Mäkivirvilä;Sparvvicker;;;
1_577;featurecode;7845;Mäntykukka;Tallört;;;
1_577;featurecode;7846;Mätäshelmikkä;Tuvslok; ;Melica picta;
1_577;featurecode;7847;Mätäsrikko;Tuvbräcka; ;Saxifraga cespitosa;
1_577;featurecode;7848;Nevaimarre;Kärrbräken; ;Thelypteris palustris;
1_577;featurecode;7849;Niittyräpelö;Darrgräs;;;
1_577;featurecode;7850;Norjanjäkkärä;Norsnoppa;;;
1_577;featurecode;7851;Nuijasara;Klubbstarr;;;
1_577;featurecode;7852;Nuppisara;Huvudstarr;;;
1_577;featurecode;7853;Nurmikaunokki;Ängsklint;;;
1_577;featurecode;7854;Nurmilaukka;Backlök;;;
1_577;featurecode;7855;Nyylähaarikko;Knutnarv;;;
1_577;featurecode;7856;Ojakurjenpolvi;Kärrnäva;;;
1_577;featurecode;7857;Ojasätkin;Vattenranunkel, vattenmöja;;;
1_577;featurecode;7858;Ojatädyke;Bäckveronika;;;
1_577;featurecode;7859;Oratuomi;Slån;;;
1_577;featurecode;7860;Pahtanurmikka;Blågröe;;;
1_577;featurecode;7861;Pahtarikko;Fjällbräcka; ;Saxifraga nivalis;
1_577;featurecode;7862;Pehmytkurjenpolvi;Mjuknäva;;;
1_577;featurecode;7863;Pehmytpillike;Mjukdån;;;
1_577;featurecode;7864;Pensaikkotatar;Lövbinda;;;
1_577;featurecode;7865;Pesäjuuri;Nästrot; ;Neottia nidus-avis;
1_577;featurecode;7866;Peurankello;Toppklocka;;;
